ID,Grant Agency,Term,Start Year,Organization Name,Project Title,Support Year,Grant Type,Award Amount,State,TermCode,AgencyCode
51,NIH,interracial,1997,UNIVERSITY OF PENNSYLVANIA,RESEARCH ON EFFECTS OF INTERRACIAL CONTACT/SOCIAL STATUS,1.0,1.0,136381.0,PA,9,1
52,NIH,interracial,2003,LONG ISLAND UNIVERSITY BROOKLYN CAMPUS,SELF-DISCLOSURE AND THEIR PSYCHOPHYSIOLOGICAL CORRELATES,1.0,1.0,25718.0,NY,9,1
53,NIH,interracial,2008,GEORGIA  REGENTS UNIVERSITY,REASONS FOR POOR DURABILITY OF RESIN-DENTIN BONDS,5.0,2.0,351409.0,GA,9,1
54,NIH,interracial,2007,GEORGIA  REGENTS UNIVERSITY,REASONS FOR POOR DURABILITY OF RESIN-DENTIN BONDS,4.0,2.0,347167.0,GA,9,1
55,NIH,interracial,2006,GEORGIA  HEALTH SCIENCES UNIVERSITY,REASONS FOR POOR DURABILITY OF RESIN-DENTIN BONDS,3.0,2.0,350405.0,GA,9,1
56,NIH,interracial,2005,GEORGIA  HEALTH SCIENCES UNIVERSITY,REASONS FOR POOR DURABILITY OF RESIN-DENTIN BONDS,2.0,2.0,351740.0,GA,9,1
57,NIH,interracial,2004,MEDICAL COLLEGE OF GEORGIA (MCG),REASONS FOR POOR DURABILITY OF RESIN-DENTIN BONDS,1.0,1.0,376519.0,GA,9,1
58,NIH,interracial,2014,UNIVERSITY OF HAWAII AT MANOA,DEVELOPMENT OF INTERRACIAL ANXIETY: CHILDREN'S LAY THEORIES AND NONVERBAL INFLUEN,5.0,2.0,187033.0,HI,9,1
59,NIH,interracial,2013,UNIVERSITY OF HAWAII AT MANOA,DEVELOPMENT OF INTERRACIAL ANXIETY: CHILDREN'S LAY THEORIES AND NONVERBAL INFLUEN,4.0,2.0,235245.0,HI,9,1
60,NIH,interracial,2012,UNIVERSITY OF HAWAII AT MANOA,DEVELOPMENT OF INTERRACIAL ANXIETY: CHILDREN'S LAY THEORIES AND NONVERBAL INFLUEN,3.0,2.0,236654.0,HI,9,1
61,NIH,interracial,2011,STANFORD UNIVERSITY,DEVELOPMENT OF INTERRACIAL ANXIETY: CHILDREN'S LAY THEORIES AND NONVERBAL INFLUEN,2.0,2.0,73774.0,CA,9,1
62,NIH,interracial,2010,STANFORD UNIVERSITY,DEVELOPMENT OF INTERRACIAL ANXIETY: CHILDREN'S LAY THEORIES AND NONVERBAL INFLUEN,1.0,1.0,72084.0,CA,9,1
63,NIH,interracial,2002,FLORIDA STATE UNIVERSITY,THE ANTECEDENTS AND IMPLICATIONS OF INTERGROUP ANXIETY,1.0,1.0,73000.0,FL,9,1
64,NIH,interracial,2006,UNIVERSITY OF KENTUCKY,BIOMATERIALS WITH RATIONALLY IMMOBILIZED GROWTH FACTORS,4.0,2.0,314856.0,KY,9,1
65,NIH,interracial,2005,UNIVERSITY OF KENTUCKY,BIOMATERIALS WITH RATIONALLY IMMOBILIZED GROWTH FACTORS,3.0,2.0,288799.0,KY,9,1
66,NIH,interracial,2005,UNIVERSITY OF KENTUCKY,BIOMATERIALS WITH RATIONALLY IMMOBILIZED GROWTH FACTORS,2.0,2.0,6259.0,KY,9,1
67,NIH,interracial,2004,UNIVERSITY OF KENTUCKY,BIOMATERIALS WITH RATIONALLY IMMOBILIZED GROWTH FACTORS,2.0,2.0,268086.0,KY,9,1
68,NIH,interracial,2003,UNIVERSITY OF KENTUCKY,BIOMATERIALS WITH RATIONALLY IMMOBILIZED GROWTH FACTORS,1.0,1.0,286013.0,KY,9,1
69,NIH,interracial,2004,OHIO STATE UNIVERSITY,UNION FORMATION & ASSORTATIVE MATING AMONG US IMMIGRANTS,3.0,2.0,199125.0,OH,9,1
70,NIH,interracial,2003,OHIO STATE UNIVERSITY,UNION FORMATION & ASSORTATIVE MATING AMONG US IMMIGRANTS,2.0,2.0,199125.0,OH,9,1
71,NIH,interracial,2002,OHIO STATE UNIVERSITY,UNION FORMATION & ASSORTATIVE MATING AMONG US IMMIGRANTS,1.0,1.0,199013.0,OH,9,1
72,NIH,interracial,2004,CASE WESTERN RESERVE UNIVERSITY,SELF-ASSEMBLED BIS-PNA MONOMERS AS NEW BIOMATERIALS,2.0,2.0,229500.0,OH,9,1
73,NIH,interracial,2003,CASE WESTERN RESERVE UNIVERSITY,SELF-ASSEMBLED BIS-PNA MONOMERS AS NEW BIOMATERIALS,1.0,1.0,216250.0,OH,9,1
74,NIH,interracial,2008,OREGON HEALTH & SCIENCE UNIVERSITY,MEASURING CULTURAL COMPETENCE AND RACIAL BIAS AMONG PHYSICIANS,2.0,2.0,157500.0,OR,9,1
75,NIH,interracial,2007,OREGON HEALTH AND SCI UNIVERSITY,MEASURING CULTURAL COMPETENCE AND RACIAL BIAS AMONG PHYSICIANS,1.0,1.0,189000.0,OR,9,1
76,NIH,interracial,2003,PRINCETON UNIVERSITY,A LONGITUDINAL ASSESSMENT OF INTERRACIAL INTERACTIONS,1.0,1.0,79000.0,NJ,9,1
77,NIH,interracial,2008,PRINCETON UNIVERSITY,RACIAL BIAS AND MENTAL ILLNESS STIGMA AS RISK FACTORS FOR MENTAL HEALTH PROBLEMS,2.0,2.0,146052.0,NJ,9,1
78,NIH,interracial,2007,PRINCETON UNIVERSITY,RACIAL BIAS AND MENTAL ILLNESS STIGMA AS RISK FACTORS FOR MENTAL HEALTH PROBLEMS,1.0,1.0,156997.0,NJ,9,1
79,NIH,interracial,1992,DIVISION OF CANCER EPIDEMIOLOGY AND GENETICS,THEORETICAL INVESTIGATIONS OF GENETIC IDENTITY AND DISEQUILIBRIA,2.0,1.0,0.0,MD,9,1
80,NIH,interracial,1992,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,RACIAL DIFFERENCES IN HEPATIC METABOLISM AND CANCER RISK,3.0,2.0,36786.0,NY,9,1
81,NIH,interracial,2009,NORTHWESTERN UNIVERSITY,RACE SOCIALIZATION; INTERRACIAL CONTACT; AND STUDENTS' STRESS AND DEVELOPMENT,3.0,2.0,17993.0,IL,9,1
82,NIH,interracial,2008,NORTHWESTERN UNIVERSITY,RACE SOCIALIZATION; INTERRACIAL CONTACT; AND STUDENTS' STRESS AND DEVELOPMENT,2.0,2.0,46826.0,IL,9,1
83,NIH,interracial,2007,NORTHWESTERN UNIVERSITY,RACE SOCIALIZATION; INTERRACIAL CONTACT; AND STUDENTS' STRESS AND DEVELOPMENT,1.0,1.0,44846.0,IL,9,1
84,NIH,interracial,1998,UNIVERSITY OF WISCONSIN MADISON,CHARACTERIZATION OF SUPERCONDUCTING MATERIALS W/ HIGH RESOLUTION SEM,27.0,2.0,488.0,WI,9,1
85,NIH,interracial,2015,MAYO CLINIC ROCHESTER,THE IMPACT OF RESIDENCY FACTORS ON RACIAL; SIZE & LGBT BIAS IN PHYSICIAN TRAINEES,6.0,2.0,811954.0,NY,9,1
86,NIH,interracial,2006,TEMPLE UNIVERSITY,MOLECULAR INTERACTIONS OF FACTOR XI,16.0,2.0,425804.0,PA,9,1
87,NIH,interracial,2005,TEMPLE UNIVERSITY,MOLECULAR INTERACTIONS OF FACTOR XI,15.0,2.0,423349.0,PA,9,1
88,NIH,interracial,2004,TEMPLE UNIVERSITY,MOLECULAR INTERACTIONS OF FACTOR XI,14.0,2.0,411019.0,PA,9,1
89,NIH,interracial,2003,TEMPLE UNIVERSITY,MOLECULAR INTERACTIONS OF FACTOR XI,13.0,2.0,437918.0,PA,9,1
90,NIH,interracial,2004,"NANOMIMETICS, INC.",BIOMIMETIC COATINGS FOR SMALL DIAMETER VASCULAR GRAFTS,1.0,1.0,138071.0,MA,9,1
91,NIH,interracial,1995,HARVARD UNIVERSITY,INTERMARRIAGE AND HERITABILITY OF RACE/ETHNIC IDENTITIES,1.0,1.0,100000.0,MA,9,1
92,NIH,interracial,2009,UNIVERSITY OF CALIFORNIA-IRVINE,MEMBRANE PROTEIN FOLDING AND ASSEMBLY,4.0,2.0,352023.0,CA,9,1
93,NIH,interracial,2008,UNIVERSITY OF CALIFORNIA-IRVINE,MEMBRANE PROTEIN FOLDING AND ASSEMBLY,3.0,2.0,342084.0,CA,9,1
94,NIH,interracial,1996,,INTERRACIAL AND GENETIC DIFFERENCES IN DRUG RESPONSIVENESS,14.0,2.0,0.0,OK,9,1
95,NIH,interracial,1995,VANDERBILT UNIVERSITY,INTERRACIAL AND GENETIC DIFFERENCES IN DRUG RESPONSIVENESS,13.0,2.0,0.0,TN,9,1
96,NIH,interracial,1994,VANDERBILT UNIVERSITY,INTERRACIAL AND GENETIC DIFFERENCES IN DRUG RESPONSIVENESS,12.0,2.0,0.0,TN,9,1
97,NIH,interracial,1993,VANDERBILT UNIVERSITY,INTERRACIAL AND GENETIC DIFFERENCES IN DRUG RESPONSIVENESS,11.0,2.0,0.0,TN,9,1
98,NIH,interracial,2001,VANDERBILT UNIVERSITY,INTERRACIAL DIFFERENCES IN CYTOCHROME P450 MEDIATED METABOLISM,19.0,2.0,140822.0,TN,9,1
99,NIH,interracial,2000,VANDERBILT UNIVERSITY,INTERRACIAL DIFFERENCES IN CYTOCHROME P450 MEDIATED METABOLISM,18.0,2.0,267648.0,TN,9,1
100,NIH,interracial,1999,VANDERBILT UNIVERSITY,INTERRACIAL DIFFERENCES IN CYTOCHROME P450 MEDIATED METABOLISM,17.0,2.0,267648.0,TN,9,1
101,NIH,interracial,1998,VANDERBILT UNIVERSITY,INTERRACIAL DIFFERENCES IN CYTOCHROME P450 MEDIATED METABOLISM,16.0,2.0,261056.0,TN,9,1
102,NIH,interracial,1997,VANDERBILT UNIVERSITY,INTERRACIAL DIFFERENCES IN CYTOCHROME P450 MEDIATED METABOLISM,15.0,2.0,284118.0,TN,9,1
103,NIH,interracial,1999,VANDERBILT UNIVERSITY,MIDAZOLAM PROBE FOR CYP4503A4 ACTIVITY,39.0,2.0,36438.0,TN,9,1
104,NIH,interracial,1998,VANDERBILT UNIVERSITY,MIDAZOLAM PROBE FOR CYP4503A4 ACTIVITY,38.0,2.0,32895.0,TN,9,1
105,NIH,interracial,1999,UNIVERSITY OF MICHIGAN AT ANN ARBOR,RACE; STRESS; AND MENTAL HEALTH,3.0,2.0,155696.0,MI,9,1
106,NIH,interracial,1998,UNIVERSITY OF MICHIGAN AT ANN ARBOR,RACE; STRESS; AND MENTAL HEALTH,2.0,2.0,151182.0,MI,9,1
107,NIH,interracial,1997,UNIVERSITY OF MICHIGAN AT ANN ARBOR,RACE; STRESS; AND MENTAL HEALTH,1.0,1.0,150969.0,MI,9,1
108,NIH,interracial,1997,WESTED,PATTERNS AND CORRELATES OF SUBSTANCE USE AMONG MIXED-HER,1.0,1.0,66868.0,MA,9,1
109,NIH,interracial,2001,UNIVERSITY OF PENNSYLVANIA,RESEARCH ON EFFECTS OF INTERRACIAL CONTACT/SOCIAL STATUS,5.0,2.0,144766.0,PA,9,1
110,NIH,interracial,2000,UNIVERSITY OF PENNSYLVANIA,RESEARCH ON EFFECTS OF INTERRACIAL CONTACT/SOCIAL STATUS,4.0,2.0,204845.0,PA,9,1
111,NIH,interracial,1999,UNIVERSITY OF PENNSYLVANIA,RESEARCH ON EFFECTS OF INTERRACIAL CONTACT/SOCIAL STATUS,3.0,2.0,207104.0,PA,9,1
0,NIH,multiracial,2010,UNIVERSITY OF CALIFORNIA LOS ANGELES,VALIDATION OF WEB-BASED MULTIMEDIA DIETARY ASSESSMENT TOOLS,5.0,2.0,313716.0,CA,11,1
1,NIH,multiracial,2009,UNIVERSITY OF CALIFORNIA LOS ANGELES,VALIDATION OF WEB-BASED MULTIMEDIA DIETARY ASSESSMENT TOOLS,4.0,2.0,467204.0,CA,11,1
2,NIH,multiracial,2008,UNIVERSITY OF CALIFORNIA LOS ANGELES,VALIDATION OF WEB-BASED MULTIMEDIA DIETARY ASSESSMENT TOOLS,3.0,2.0,504504.0,CA,11,1
3,NIH,multiracial,2007,UNIVERSITY OF CALIFORNIA LOS ANGELES,VALIDATION OF WEB-BASED MULTIMEDIA DIETARY ASSESSMENT TOOLS,2.0,2.0,508054.0,CA,11,1
4,NIH,multiracial,2006,UNIVERSITY OF CALIFORNIA LOS ANGELES,VALIDATION OF WEB-BASED MULTIMEDIA DIETARY ASSESSMENT TOOLS,1.0,1.0,524597.0,CA,11,1
5,NIH,multiracial,2014,MEDSTAR HEALTH RESEARCH INSTITUTE,DIABETES PREVENTION PROGRAM OUTCOMES STUDY - PHASE 2,21.0,2.0,533983.0,MD,11,1
6,NIH,multiracial,2013,MEDSTAR HEALTH RESEARCH INSTITUTE,DIABETES PREVENTION PROGRAM OUTCOMES STUDY - PHASE 2,20.0,2.0,718669.0,MD,11,1
7,NIH,multiracial,2012,MEDSTAR HEALTH RESEARCH INSTITUTE,DIABETES PREVENTION PROGRAM OUTCOMES STUDY - PHASE 2,19.0,2.0,575770.0,MD,11,1
8,NIH,multiracial,2014,UNIVERSITY OF CALIFORNIA SAN DIEGO,POST DPP ( DIABETES PREVENTION PROGRAM) OUTCOMES STUDY PHASE 2,21.0,2.0,313587.0,CA,11,1
9,NIH,multiracial,2013,UNIVERSITY OF CALIFORNIA SAN DIEGO,POST DPP ( DIABETES PREVENTION PROGRAM) OUTCOMES STUDY PHASE 2,20.0,2.0,545257.0,CA,11,1
10,NIH,multiracial,2012,UNIVERSITY OF CALIFORNIA SAN DIEGO,POST DPP ( DIABETES PREVENTION PROGRAM) OUTCOMES STUDY PHASE 2,19.0,2.0,583807.0,CA,11,1
11,NIH,multiracial,2011,UNIVERSITY OF CALIFORNIA SAN DIEGO,POST DPP ( DIABETES PREVENTION PROGRAM) OUTCOMES STUDY PHASE 2,18.0,2.0,504335.0,CA,11,1
12,NIH,multiracial,2010,UNIVERSITY OF CALIFORNIA SAN DIEGO,POST DPP ( DIABETES PREVENTION PROGRAM) OUTCOMES STUDY PHASE 2,17.0,2.0,481190.0,CA,11,1
13,NIH,multiracial,2009,UNIVERSITY OF CALIFORNIA SAN DIEGO,POST DPP ( DIABETES PREVENTION PROGRAM) OUTCOMES STUDY PHASE 2,16.0,2.0,481190.0,CA,11,1
14,NIH,multiracial,2014,RESEARCH TRIANGLE INSTITUTE,RESPONDING TO INTIMATE VIOLENCE IN RELATIONSHIP PROGRAMS (RIVIR),,2.0,620554.0,NY,11,1
15,NIH,multiracial,2002,CHARLES R. DREW UNIVERSITY OF MED & SCI,MALT BEVERAGE USE & OUTCOMES IN A MINORITY COMMUNITY,2.0,2.0,143000.0,CA,11,1
16,NIH,multiracial,2001,CHARLES R. DREW UNIVERSITY OF MED & SCI,MALT BEVERAGE USE & OUTCOMES IN A MINORITY COMMUNITY,1.0,1.0,143000.0,CA,11,1
17,NIH,multiracial,2005,CHARLES R. DREW UNIVERSITY OF MED & SCI,UNDERSTANDING OUTCOME DISPARITIES IN ALCOHOL TREATMENT,3.0,2.0,143000.0,CA,11,1
18,NIH,multiracial,2004,CHARLES R. DREW UNIVERSITY OF MED & SCI,UNDERSTANDING OUTCOME DISPARITIES IN ALCOHOL TREATMENT,2.0,2.0,143000.0,CA,11,1
19,NIH,multiracial,2003,CHARLES R. DREW UNIVERSITY OF MED & SCI,UNDERSTANDING OUTCOME DISPARITIES IN ALCOHOL TREATMENT,1.0,1.0,143000.0,CA,11,1
20,NIH,multiracial,2010,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,UNDERSTANDING THE RELATIONSHIPS BETWEEN RACE; ETHNICITY; ANCESTRY AND GENOMICS,6.0,1.0,337472.0,,11,1
21,NIH,multiracial,2009,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,UNDERSTANDING THE RELATIONSHIPS BETWEEN RACE; ETHNICITY; ANCESTRY AND GENOMICS,5.0,1.0,291310.0,,11,1
22,NIH,multiracial,2008,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,UNDERSTANDING THE RELATIONSHIPS BETWEEN RACE; ETHNICITY; ANCESTRY AND GENOMICS,4.0,1.0,245474.0,,11,1
23,NIH,multiracial,2014,LSU PENNINGTON BIOMEDICAL RESEARCH CTR,DIABETES PREVENTION PROGRAM OUTCOMES STUDY PHASE 2 (DDPOS),21.0,2.0,313319.0,LA,11,1
24,NIH,multiracial,2013,LSU PENNINGTON BIOMEDICAL RESEARCH CTR,DIABETES PREVENTION PROGRAM OUTCOMES STUDY PHASE 2 (DDPOS),20.0,2.0,351658.0,LA,11,1
25,NIH,multiracial,2012,LSU PENNINGTON BIOMEDICAL RESEARCH CTR,DIABETES PREVENTION PROGRAM OUTCOMES STUDY PHASE 2 (DDPOS),19.0,2.0,371184.0,LA,11,1
26,NIH,multiracial,2011,LSU PENNINGTON BIOMEDICAL RESEARCH CTR,DIABETES PREVENTION PROGRAM OUTCOMES STUDY PHASE 2 (DDPOS),18.0,2.0,370115.0,LA,11,1
27,NIH,multiracial,2010,LSU PENNINGTON BIOMEDICAL RESEARCH CTR,DIABETES PREVENTION PROGRAM OUTCOMES STUDY PHASE 2 (DDPOS),17.0,2.0,356828.0,LA,11,1
28,NIH,multiracial,2009,LSU PENNINGTON BIOMEDICAL RESEARCH CTR,DIABETES PREVENTION PROGRAM OUTCOMES STUDY PHASE 2 (DDPOS),16.0,2.0,355200.0,LA,11,1
29,NIH,multiracial,2009,UNIVERSITY OF OXFORD,THYMECTOMY IN NON-THYMOMATOUS MG PATIENTS ON PREDNISONE,5.0,2.0,57240.0,Outside the US,11,1
30,NIH,multiracial,2008,UNIVERSITY OF OXFORD,THYMECTOMY IN NON-THYMOMATOUS MG PATIENTS ON PREDNISONE,4.0,2.0,1.0,Outside the US,11,1
31,NIH,multiracial,2007,UNIVERSITY OF OXFORD,THYMECTOMY IN NON-THYMOMATOUS MG PATIENTS ON PREDNISONE,3.0,2.0,104868.0,Outside the US,11,1
32,NIH,multiracial,2015,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,BONE STRENGTH THROUGH THE MENOPAUSAL TRANSITION: TRABECULAR BONE SCORE,6.0,2.0,567878.0,PA,11,1
33,NIH,multiracial,1994,STANFORD UNIVERSITY,HUMAN POPULATION GENETICS,22.0,2.0,516656.0,CA,11,1
34,NIH,multiracial,1993,STANFORD UNIVERSITY,HUMAN POPULATION GENETICS,21.0,2.0,487098.0,CA,11,1
35,NIH,multiracial,1992,STANFORD UNIVERSITY,HUMAN POPULATION GENETICS,20.0,2.0,363370.0,CA,11,1
36,NIH,multiracial,2015,ALBERT EINSTEIN COLLEGE OF MEDICINE,DIABETES PREVENTION PROGRAM LONG-TERM FOLLOW-UP STUDY,23.0,2.0,176078.0,NY,11,1
37,NIH,multiracial,2014,ALBERT EINSTEIN COLLEGE OF MEDICINE,DIABETES PREVENTION PROGRAM LONG-TERM FOLLOW-UP STUDY,21.0,2.0,435176.0,NY,11,1
38,NIH,multiracial,2013,ALBERT EINSTEIN COLLEGE OF MEDICINE,DIABETES PREVENTION PROGRAM LONG-TERM FOLLOW-UP STUDY,20.0,2.0,575505.0,NY,11,1
39,NIH,multiracial,2012,ALBERT EINSTEIN COLLEGE OF MEDICINE,DIABETES PREVENTION PROGRAM LONG-TERM FOLLOW-UP STUDY,19.0,2.0,620196.0,NY,11,1
40,NIH,multiracial,2011,ALBERT EINSTEIN COLLEGE OF MEDICINE,DIABETES PREVENTION PROGRAM LONG-TERM FOLLOW-UP STUDY,18.0,2.0,558422.0,NY,11,1
41,NIH,multiracial,2010,ALBERT EINSTEIN COLLEGE OF MEDICINE,DIABETES PREVENTION PROGRAM LONG-TERM FOLLOW-UP STUDY,17.0,2.0,521776.0,NY,11,1
42,NIH,multiracial,2009,ALBERT EINSTEIN COLLEGE OF MEDICINE,DIABETES PREVENTION PROGRAM LONG-TERM FOLLOW-UP STUDY,16.0,2.0,508196.0,NY,11,1
43,NIH,multiracial,2013,OKLAHOMA MEDICAL RESEARCH FOUNDATION,REFINING THE COMPLEX HLA ASSOCIATION WITH SLE ACROSS ETHNIC AND PHENOTYPING SUBGR,5.0,2.0,164689.0,OK,11,1
44,NIH,multiracial,2012,OKLAHOMA MEDICAL RESEARCH FOUNDATION,REFINING THE COMPLEX HLA ASSOCIATION WITH SLE ACROSS ETHNIC AND PHENOTYPING SUBGR,4.0,2.0,190756.0,OK,11,1
45,NIH,multiracial,2011,OKLAHOMA MEDICAL RESEARCH FOUNDATION,REFINING THE COMPLEX HLA ASSOCIATION WITH SLE ACROSS ETHNIC AND PHENOTYPING SUBGR,3.0,2.0,193898.0,OK,11,1
46,NIH,multiracial,2010,OKLAHOMA MEDICAL RESEARCH FOUNDATION,REFINING THE COMPLEX HLA ASSOCIATION WITH SLE ACROSS ETHNIC AND PHENOTYPING SUBGR,2.0,2.0,207327.0,OK,11,1
47,NIH,multiracial,2009,OKLAHOMA MEDICAL RESEARCH FOUNDATION,REFINING THE COMPLEX HLA ASSOCIATION WITH SLE ACROSS ETHNIC AND PHENOTYPING SUBGR,1.0,1.0,234726.0,OK,11,1
48,NIH,multiracial,2010,UNIVERSITY OF ALABAMA AT BIRMINGHAM,THYMECTOMY IN NON-THYMOMATOUS MG PATIENTS ON PREDNISONE,5.0,2.0,71785.0,AL,11,1
49,NIH,multiracial,2009,UNIVERSITY OF ALABAMA AT BIRMINGHAM,THYMECTOMY IN NON-THYMOMATOUS MG PATIENTS ON PREDNISONE,5.0,2.0,75000.0,AL,11,1
50,NIH,multiracial,2009,UNIVERSITY OF ALABAMA AT BIRMINGHAM,THYMECTOMY IN NON-THYMOMATOUS MG PATIENTS ON PREDNISONE,5.0,2.0,1108129.0,AL,11,1
51,NIH,multiracial,2009,UNIVERSITY OF ALABAMA AT BIRMINGHAM,THYMECTOMY IN NON-THYMOMATOUS MG PATIENTS ON PREDNISONE,4.0,2.0,1349862.0,AL,11,1
52,NIH,multiracial,2008,UNIVERSITY OF ALABAMA AT BIRMINGHAM,THYMECTOMY IN NON-THYMOMATOUS MG PATIENTS ON PREDNISONE,4.0,2.0,916666.0,AL,11,1
53,NIH,multiracial,2007,UNIVERSITY OF ALABAMA AT BIRMINGHAM,THYMECTOMY IN NON-THYMOMATOUS MG PATIENTS ON PREDNISONE,3.0,2.0,1.0,AL,11,1
54,NIH,multiracial,2006,UNIVERSITY OF ALABAMA AT BIRMINGHAM,THYMECTOMY IN NON-THYMOMATOUS MG PATIENTS ON PREDNISONE,2.0,2.0,1641814.0,AL,11,1
55,NIH,multiracial,2006,UNIVERSITY OF ALABAMA AT BIRMINGHAM,THYMECTOMY IN NON-THYMOMATOUS MG PATIENTS ON PREDNISONE,1.0,2.0,49775.0,AL,11,1
56,NIH,multiracial,2005,UNIVERSITY OF ALABAMA AT BIRMINGHAM,THYMECTOMY IN NON-THYMOMATOUS MG PATIENTS ON PREDNISONE,1.0,1.0,1386419.0,AL,11,1
57,NIH,multiracial,2014,UNIVERSITY OF COLORADO DENVER,DIABETES PREVENTION PROGRAM OUTCOMES STUDY - PHASE 2,21.0,2.0,520439.0,CO,11,1
58,NIH,multiracial,2013,UNIVERSITY OF COLORADO DENVER,DIABETES PREVENTION PROGRAM OUTCOMES STUDY - PHASE 2,20.0,2.0,439419.0,CO,11,1
59,NIH,multiracial,2014,UNIVERSITY OF TENNESSEE HEALTH SCI CTR,DIABETES PREVENTION PROGRAM OUTCOMES STUDY-PHASE 2,21.0,2.0,367760.0,TN,11,1
60,NIH,multiracial,2014,UNIVERSITY OF CHICAGO,DIABETES PREVENTION PROGRAM OUTCOMES STUDY - PHASE 2,21.0,2.0,449988.0,IL,11,1
61,NIH,multiracial,2013,UNIVERSITY OF CHICAGO,DIABETES PREVENTION PROGRAM OUTCOMES STUDY - PHASE 2,20.0,2.0,470316.0,IL,11,1
62,NIH,multiracial,2012,UNIVERSITY OF CHICAGO,DIABETES PREVENTION PROGRAM OUTCOMES STUDY - PHASE 2,19.0,2.0,498558.0,IL,11,1
63,NIH,multiracial,2011,UNIVERSITY OF CHICAGO,DIABETES PREVENTION PROGRAM OUTCOMES STUDY - PHASE 2,18.0,2.0,484221.0,IL,11,1
64,NIH,multiracial,2010,UNIVERSITY OF CHICAGO,DIABETES PREVENTION PROGRAM OUTCOMES STUDY - PHASE 2,17.0,2.0,462882.0,IL,11,1
65,NIH,multiracial,2009,UNIVERSITY OF CHICAGO,DIABETES PREVENTION PROGRAM OUTCOMES STUDY - PHASE 2,16.0,2.0,462882.0,IL,11,1
66,NIH,multiracial,2004,WITS HEALTH CONSORTIUM (PTY) LTD,ESTABLISHMENT OF AIDS AND TB RESEARCH EXPERTISE,1.0,1.0,75000.0,Outside the US,11,1
67,NIH,multiracial,1998,UNIVERSITY OF CONNECTICUT STORRS,CHANGING AIDS RISK BEHAVIOR IN HIGH SCHOOL STUDENTS,4.0,2.0,686747.0,CT,11,1
68,NIH,multiracial,1997,UNIVERSITY OF CONNECTICUT STORRS,CHANGING AIDS RISK BEHAVIOR IN HIGH SCHOOL STUDENTS,3.0,2.0,624076.0,CT,11,1
69,NIH,multiracial,1995,UNIVERSITY OF CONNECTICUT STORRS,CHANGING AIDS RISK BEHAVIOR IN HIGH SCHOOL STUDENTS,1.0,1.0,362067.0,CT,11,1
70,NIH,multiracial,2010,UNIVERSITY OF MISSOURI-COLUMBIA,TICIPS: HIV/AIDS; SECONDARY INFECTIONS AND IMMUNE MODUL*,4.0,2.0,668903.0,MO,11,1
71,NIH,multiracial,2009,UNIVERSITY OF MISSOURI-COLUMBIA,TICIPS: HIV/AIDS; SECONDARY INFECTIONS AND IMMUNE MODUL*,4.0,2.0,150000.0,MO,11,1
72,NIH,multiracial,2008,UNIVERSITY OF MISSOURI-COLUMBIA,PROJECT 1 - PHASE I/II CLINICAL TRIAL OF L. FRUTESCENS IN HIV-INFECTED ADULTS,4.0,2.0,796567.0,MO,11,1
73,NIH,multiracial,2008,UNIVERSITY OF MISSOURI-COLUMBIA,TICIPS: HIV/AIDS; SECONDARY INFECTIONS AND IMMUNE MODUL*,4.0,2.0,796567.0,MO,11,1
74,NIH,multiracial,2007,UNIVERSITY OF MISSOURI-COLUMBIA,TICIPS: HIV/AIDS; SECONDARY INFECTIONS AND IMMUNE MODULATION,3.0,2.0,1015567.0,MO,11,1
75,NIH,multiracial,2006,UNIVERSITY OF MISSOURI-COLUMBIA,TICIPS: HIV/AIDS; SECONDARY INFECTIONS AND IMMUNE MODUL*,2.0,2.0,1010922.0,MO,11,1
76,NIH,multiracial,2005,UNIVERSITY OF MISSOURI-COLUMBIA,TICIPS: HIV/AIDS; SECONDARY INFECTIONS AND IMMUNE MODUL*,1.0,1.0,907207.0,MO,11,1
77,NIH,multiracial,2012,GEORGE WASHINGTON UNIVERSITY,DIABETES PREVENTION PROGRAM OUTCOMES STUDY,19.0,2.0,334840.0,DC,11,1
78,NIH,multiracial,2012,GEORGE WASHINGTON UNIVERSITY,DIABETES PREVENTION PROGRAM OUTCOMES STUDY,19.0,2.0,4902199.0,DC,11,1
79,NIH,multiracial,2011,GEORGE WASHINGTON UNIVERSITY,DIABETES PREVENTION PROGRAM OUTCOMES STUDY,18.0,2.0,1875536.0,DC,11,1
80,NIH,multiracial,2010,GEORGE WASHINGTON UNIVERSITY,DIABETES PREVENTION PROGRAM OUTCOMES STUDY,17.0,2.0,2305292.0,DC,11,1
81,NIH,multiracial,2010,GEORGE WASHINGTON UNIVERSITY,DIABETES PREVENTION PROGRAM OUTCOMES STUDY,16.0,2.0,46617.0,DC,11,1
82,NIH,multiracial,2009,GEORGE WASHINGTON UNIVERSITY,DIABETES PREVENTION PROGRAM OUTCOMES STUDY,16.0,2.0,2000000.0,DC,11,1
83,NIH,multiracial,2009,GEORGE WASHINGTON UNIVERSITY,DIABETES PREVENTION PROGRAM OUTCOMES STUDY,16.0,2.0,1028202.0,DC,11,1
