HPV VACCINE EDUCATION INTERVENTION FOR MEDICALLY UNDERSERVED HIGH-RISK POPULATION,NIMHD,8438253,5R44MD005198-04,5,R44,MD,5198,4,,,8265813,"VALDEZ, ARMANDO ",Not Applicable,VALDEZ AND ASSOCIATES, ,2013,500000,
HPV VACCINE EDUCATION INTERVENTION FOR MEDICALLY UNDERSERVED HIGH-RISK POPULATION,NIMHD,8250587,2R44MD005198-03A1,2,R44,MD,5198,3,A1,,8265813,"VALDEZ, ARMANDO ",Not Applicable,VALDEZ AND ASSOCIATES, ,2012,500000,
A MULTICULTURAL; MULTILINGUAL HPV VACCINE EDUCATION DVD FOR DIVERSE POPULATIONS,NCMHD,7944120,5R43MD005198-02,5,R43,MD,5198,2,,,8265813,"VALDEZ, ARMANDO ",Not Applicable,VALDEZ AND ASSOCIATES, ,2010,66141,
A MULTICULTURAL; MULTILINGUAL HPV VACCINE EDUCATION DVD FOR DIVERSE POPULATIONS,NCMHD,7801938,1R43MD005198-01A1,1,R43,MD,5198,1,A1,,8265813,"VALDEZ, ARMANDO ",Not Applicable,VALDEZ AND ASSOCIATES, ,2009,99989,
CORE--MULTICULTURAL AND COMPARATIVE DESIGN,NIMH,6358518,5P50MH052429-08,5,P50,MH,52429,8,,9006,6231251,"VALSINER, JAAN ",Not Applicable,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL, ,2000,,81325
CORE--MULTICULTURAL AND COMPARATIVE DESIGN,NIMH,6204941,5P50MH052429-07,5,P50,MH,52429,7,,9006,6231251,"VALSINER, JAAN ",Not Applicable,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL, ,1999,,81325
CORE--MULTICULTURAL AND COMPARATIVE DESIGN,NIMH,6111730,2P50MH052429-06,2,P50,MH,52429,6,,9006,6231251,"VALSINER, JAAN ",Not Applicable,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL, ,1998,,81325
WASHINGTON D.C. COLLABORATIVE PPRU,NICHD,7868698,3U10HD045993-05S1,3,U10,HD,45993,5,S1,,6697720,"VAN DEN ANKER, JOHANNES NICOLAAS",Not Applicable,CHILDREN'S RESEARCH INSTITUTE,YES,2009,298830,
WASHINGTON D.C. COLLABORATIVE PPRU,NICHD,7435346,5U10HD045993-05,5,U10,HD,45993,5,,,6697720,"VAN DEN ANKER, JOHANNES NICOLAAS",Not Applicable,CHILDREN'S RESEARCH INSTITUTE, ,2008,530757,
WASHINGTON D.C. COLLABORATIVE PPRU,NICHD,7188659,5U10HD045993-04,5,U10,HD,45993,4,,,6697720,"VAN DEN ANKER, JOHANNES NICOLAAS",Not Applicable,CHILDREN'S RESEARCH INSTITUTE, ,2007,530459,
WASHINGTON D.C. COLLABORATIVE PPRU,NICHD,7014536,5U10HD045993-03,5,U10,HD,45993,3,,,6697720,"VAN DEN ANKER, JOHANNES NICOLAAS",Not Applicable,CHILDREN'S RESEARCH INSTITUTE, ,2006,370798,
WASHINGTON D.C. COLLABORATIVE PPRU,NICHD,6889557,5U10HD045993-02,5,U10,HD,45993,2,,,6697720,"VAN DEN ANKER, JOHANNES NICOLAAS",Not Applicable,CHILDREN'S RESEARCH INSTITUTE, ,2005,375000,
WASHINGTON D.C. COLLABORATIVE PPRU,NICHD,6729742,1U10HD045993-01,1,U10,HD,45993,1,,,6697720,"VAN DEN ANKER, JOHANNES NICOLAAS",Not Applicable,CHILDREN'S RESEARCH INSTITUTE, ,2004,364077,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,9021985,3P30CA062203-18S6,3,P30,CA,62203,18,S6,,6716054,"VAN ETTEN, RICHARD A.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2015,48256,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,8994837,3P30CA062203-18S5,3,P30,CA,62203,18,S5,,6716054,"VAN ETTEN, RICHARD A.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2015,1213480,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,8795828,3P30CA062203-18S4,3,P30,CA,62203,18,S4,,6716054,"VAN ETTEN, RICHARD A.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2014,73445,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,8787232,3P30CA062203-18S3,3,P30,CA,62203,18,S3,,6716054,"VAN ETTEN, RICHARD A.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2014,1211843,
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,8456909,5P30CA062203-18,5,P30,CA,62203,18,,,6716054,"VAN ETTEN, RICHARD A.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2013,1168116,
PROSPECTIVE STUDY ON PREVENTION AND TREATMENT OF VOICE PROBLEMS IN TEACHERS,NIDCD,8532877,5R01DC008567-05,5,R01,DC,8567,5,,,1972877,"VERDOLINI, KATHERINE ",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2013,524541
PROSPECTIVE STUDY ON PREVENTION AND TREATMENT OF VOICE PROBLEMS IN TEACHERS,NIDCD,8321986,5R01DC008567-04,5,R01,DC,8567,4,,,1972877,"VERDOLINI, KATHERINE ",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2012,560703
PROSPECTIVE STUDY ON PREVENTION AND TREATMENT OF VOICE PROBLEMS IN TEACHERS,NIDCD,8131669,5R01DC008567-03,5,R01,DC,8567,3,,,1972877,"VERDOLINI, KATHERINE ",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2011,562019
PROSPECTIVE STUDY ON PREVENTION AND TREATMENT OF VOICE PROBLEMS IN TEACHERS,NIDCD,7924733,5R01DC008567-02,5,R01,DC,8567,2,,,1972877,"VERDOLINI, KATHERINE ",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2010,580187
PROSPECTIVE STUDY ON PREVENTION AND TREATMENT OF VOICE PROBLEMS IN TEACHERS,NIDCD,7732083,1R01DC008567-01A2,1,R01,DC,8567,1,A2,,1972877,"VERDOLINI, KATHERINE ",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2009,605979
ESTIMATION MODELS FOR HIV/AIDS IN CHINA,NIAID,7111639,5R03AI067349-02,5,R03,AI,67349,2,,,1890462,"VERMUND, STEN H.",Not Applicable,VANDERBILT UNIVERSITY MEDICAL CENTER, ,2006,61520
ESTIMATION MODELS FOR HIV/AIDS IN CHINA,NIAID,7005871,1R03AI067349-01A1,1,R03,AI,67349,1,A1,,1890462,"VERMUND, STEN H.",Not Applicable,VANDERBILT UNIVERSITY, ,2005,63000
TREATMENT OF ALCOHOL PROBLEMS FOR VIOLENCE PRONE YOUTH,NIAAA,7093114,5R01AA013369-05,5,R01,AA,13369,5,,,1864286,"WAGNER, ERIC F",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2006,342996
COMMUNITY BASED RESEARCH TO IMPROVE ORGAN DONOR REGISTRATION AMONG BLACK MEN,NIDDK,9109715,3R01DK099639-03S1,3,R01,DK,99639,3,S1,,7897936,"WALL, STEPHEN P",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2015,77699
COMMUNITY BASED RESEARCH TO IMPROVE ORGAN DONOR REGISTRATION AMONG BLACK MEN,NIDDK,8881168,5R01DK099639-03,5,R01,DK,99639,3,,,7897936,"WALL, STEPHEN P",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2015,368663
COMMUNITY BASED RESEARCH TO IMPROVE ORGAN DONOR REGISTRATION AMONG BLACK MEN,NIDDK,8699192,5R01DK099639-02,5,R01,DK,99639,2,,,7897936,"WALL, STEPHEN P",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2014,368663
COMMUNITY BASED RESEARCH TO IMPROVE ORGAN DONOR REGISTRATION AMONG BLACK MEN,NIDDK,8561373,1R01DK099639-01,1,R01,DK,99639,1,,,7897936,"WALL, STEPHEN P",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2013,368663
MENDOCINO RURAL MULTICULTURAL AODR VIOLENCE PREVENTION,CSAP,2289869,5HD1SP006368-02,5,HD1,SP,6368,2,,,1956648,"WALSH, NED ",Not Applicable,MENDOCINO COUNTY PUBLIC HEALTH DEPT, ,1995,
MENDOCINO RURAL MULTICULTURAL AODR VIOLENCE PREVENTION,CSAP,2289868,1HD1SP006368-01,1,HD1,SP,6368,1,,,1956648,"WALSH, NED ",Not Applicable,MENDOCINO COUNTY PUBLIC HEALTH DEPT, ,1994,
INVOLVING COMMUNITIES IN MULTICULTURAL NETWORK: FROM SCREENING TO ACCESS TO CARE,NHLBI,7268061,5R21HL084001-02,5,R21,HL,84001,2,,,8307751,"WATSON, MARIA ROSA ",Not Applicable,PRIMARY CARE COALITION/MONTGOMERY COUNTY, ,2007,173324
INVOLVING COMMUNITIES IN MULTICULTURAL NETWORK: ACCESS,NHLBI,7069258,1R21HL084001-01,1,R21,HL,84001,1,,,8307751,"WATSON, MARIA ROSA ",Not Applicable,PRIMARY CARE COALITION/MONTGOMERY COUNTY, ,2006,148750
HEALTHY LIVING IN TWO WORLDS,NCI,7048490,5R03CA115220-02,5,R03,CA,115220,2,,,2503220,"WEAVER, HILARY N",Not Applicable,STATE UNIVERSITY OF NEW YORK AT BUFFALO, ,2006,78500
HEALTHY LIVING IN TWO WORLDS,NCI,6943233,1R03CA115220-01,1,R03,CA,115220,1,,,2503220,"WEAVER, HILARY N",Not Applicable,STATE UNIVERSITY OF NEW YORK AT BUFFALO, ,2005,78500
7TH BIENNIAL SYMPOSIUM ON MINORITIES AND CANCER,NCI,2881538,1R13CA082166-01,1,R13,CA,82166,1,,,1901135,"WEINBERG, ARMIN D",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,1999,288270
BIENNIAL SYMPOSIUM SERIES ON MINORITIES AND CANCER,NCI,6771105,5R13CA092578-04,5,R13,CA,92578,4,,,1901135,"WEINBERG, ARMIN D",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2004,188944
BIENNIAL SYMPOSIUM SERIES ON MINORITIES AND CANCER,NCI,6603060,5R13CA092578-03,5,R13,CA,92578,3,,,1901135,"WEINBERG, ARMIN D",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2003,437982
BIENNIAL SYMPOSIUM SERIES ON MINORITIES AND CANCER,NCI,6515217,5R13CA092578-02,5,R13,CA,92578,2,,,1901135,"WEINBERG, ARMIN D",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2002,177097
BIENNIAL SYMPOSIUM SERIES ON MINORITIES AND CANCER,NCI,6575897,3R13CA092578-01S1,3,R13,CA,92578,1,S1,,1901135,"WEINBERG, ARMIN D",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2002,15000
BIENNIAL SYMPOSIUM SERIES ON MINORITIES AND CANCER,NCI,6368557,1R13CA092578-01,1,R13,CA,92578,1,,,1901135,"WEINBERG, ARMIN D",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2001,408695
9TH BIENNAL SYMPOSIUM ON MINORITIES & CANCER,AHRQ,6753125,1R13HS014139-01,1,R13,HS,14139,1,,,1901135,"WEINBERG, ARMIN D",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2003,
ADJUNCTIVE BEHAVIOR THERAPY FOR BIPOLAR I DEPRESSION,NIMH,8206521,5K23MH079907-05,5,K23,MH,79907,5,,,6772971,"WEINSTOCK, LAUREN M",Not Applicable,BROWN UNIVERSITY, ,2012,176030
ADJUNCTIVE BEHAVIOR THERAPY FOR BIPOLAR I DEPRESSION,NIMH,7993076,5K23MH079907-04,5,K23,MH,79907,4,,,6772971,"WEINSTOCK, LAUREN M",Not Applicable,BROWN UNIVERSITY, ,2011,176039
ADJUNCTIVE BEHAVIOR THERAPY FOR BIPOLAR I DEPRESSION,NIMH,7746472,5K23MH079907-03,5,K23,MH,79907,3,,,6772971,"WEINSTOCK, LAUREN M",Not Applicable,BROWN UNIVERSITY, ,2010,176035
ADJUNCTIVE BEHAVIOR THERAPY FOR BIPOLAR I DEPRESSION,NIMH,7545453,5K23MH079907-02,5,K23,MH,79907,2,,,6772971,"WEINSTOCK, LAUREN M",Not Applicable,BROWN UNIVERSITY, ,2009,176037
ADJUNCTIVE BEHAVIOR THERAPY FOR BIPOLAR I DEPRESSION,NIMH,7384797,1K23MH079907-01A1,1,K23,MH,79907,1,A1,,6772971,"WEINSTOCK, LAUREN M",Not Applicable,BROWN UNIVERSITY, ,2008,176039
REDUCING RISKS FOR MULTICULTURAL HIV+/- WOMEN & PARTNERS,NIMH,7738502,5R01MH063630-10,5,R01,MH,63630,10,,,1893286,"WEISS, STEPHEN M.",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2010,592615
REDUCING RISKS FOR MULTICULTURAL HIV+/- WOMEN & PARTNERS,NIMH,7515455,5R01MH063630-09,5,R01,MH,63630,9,,,1893286,"WEISS, STEPHEN M.",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2009,609453
REDUCING RISKS FOR MULTICULTURAL HIV+/- WOMEN & PARTNERS,NIMH,7315387,5R01MH063630-08,5,R01,MH,63630,8,,,1893286,"WEISS, STEPHEN M.",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2008,606615
REDUCING RISKS FOR MULTICULTURAL HIV+/- WOMEN & PARTNERS,NIMH,7489224,3R01MH063630-07S1,3,R01,MH,63630,7,S1,,1893286,"WEISS, STEPHEN M.",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2007,144509
REDUCING RISKS FOR MULTICULTURAL HIV+/- WOMEN & PARTNERS,NIMH,7169619,5R01MH063630-07,5,R01,MH,63630,7,,,1893286,"WEISS, STEPHEN M.",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2007,626653
REDUCING RISKS FOR MULTICULTURAL HIV+/- WOMEN & PARTNERS,NIMH,7064136,2R01MH063630-06A2,2,R01,MH,63630,6,A2,,1893286,"WEISS, STEPHEN M.",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2006,668355
ETHNOGRAPHY OF IHS MH CARE PROVIDERS,NIMH,2255787,1R03MH055363-01,1,R03,MH,55363,1,,,1989094,"WILLGING, CATHLEEN E.",Not Applicable,RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK, ,1995,23755
BRIDGING THE GAP: A PATIENT-CENTERED CURRICULUM FOR CULTURAL COMPETENCE,NHLBI,7860520,5K07HL081467-05,5,K07,HL,81467,5,,,2104460,"WILLIAMS, SIMON C",Not Applicable,TEXAS TECH UNIVERSITY HEALTH SCIS CENTER, ,2010,91235
BRIDGING THE GAP: A PATIENT-CENTERED CURRICULUM FOR CULTURAL COMPETENCE,NHLBI,7629591,5K07HL081467-04,5,K07,HL,81467,4,,,2104460,"WILLIAMS, SIMON C",Not Applicable,TEXAS TECH UNIVERSITY HEALTH SCIS CENTER, ,2009,91235
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,7498738,3P30CA118100-03S1,3,P30,CA,118100,3,S1,,1955861,"WILLMAN, CHERYL L",Not Applicable,UNIVERSITY OF NEW MEXICO, ,2007,56787
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8921451,3P30CA118100-10S4,3,P30,CA,118100,10,S4,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2014,50000
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8921444,3P30CA118100-10S3,3,P30,CA,118100,10,S3,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2014,125000
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8884099,3P30CA118100-10S2,3,P30,CA,118100,10,S2,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2014,113250
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8791148,3P30CA118100-10S1,3,P30,CA,118100,10,S1,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2014,75000
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8723064,5P30CA118100-10,5,P30,CA,118100,10,,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2014,1876081
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8719356,3P30CA118100-09S2,3,P30,CA,118100,9,S2,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2013,112521
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8709638,3P30CA118100-09S1,3,P30,CA,118100,9,S1,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2013,75000
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8545038,5P30CA118100-09,5,P30,CA,118100,9,,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2013,1808387
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8533976,3P30CA118100-08S2,3,P30,CA,118100,8,S2,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2012,75000,
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8518715,3P30CA118100-08S1,3,P30,CA,118100,8,S1,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2012,140000,
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8324265,5P30CA118100-08,5,P30,CA,118100,8,,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2012,1934104,
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8325740,3P30CA118100-07S3,3,P30,CA,118100,7,S3,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2011,140000,
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8322243,3P30CA118100-07S2,3,P30,CA,118100,7,S2,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2011,75000,
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8316458,3P30CA118100-07S1,3,P30,CA,118100,7,S1,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2011,49474,
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8134339,5P30CA118100-07,5,P30,CA,118100,7,,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2011,1934104,
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8144971,3P30CA118100-06S3,3,P30,CA,118100,6,S3,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2010,199946,
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8138714,3P30CA118100-06S2,3,P30,CA,118100,6,S2,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2010,100055,
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8138066,3P30CA118100-06S1,3,P30,CA,118100,6,S1,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2010,39736,
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,7944373,2P30CA118100-06,2,P30,CA,118100,6,,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2010,2035899,
MENTAL HEALTH SKILLS FOR LATINO ASSISTANTS IN PRIMARY CARE,NIMH,7872914,5R21MH083625-02,5,R21,MH,83625,2,,,6256417,"WISSOW, LAWRENCE S.",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2010,246000,
MENTAL HEALTH SKILLS FOR LATINO ASSISTANTS IN PRIMARY CARE,NIMH,7690645,1R21MH083625-01A1,1,R21,MH,83625,1,A1,,6256417,"WISSOW, LAWRENCE S.",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2009,205000,
MUTUAL ACCULTURATION PROCESSES IN PREJUDICE REDUCTION,NIGMS,7880687,5S06GM048680-15,5,S06,GM,48680,15,,16,6727877,"WITTIG, MICHELE A",Not Applicable,CALIFORNIA STATE UNIVERSITY NORTHRIDGE, ,2009,,119683
MUTUAL ACCULTURATION PROCESSES IN PREJUDICE REDUCTION,NIGMS,7648145,5S06GM048680-14,5,S06,GM,48680,14,,16,6727877,"WITTIG, MICHELE A",Not Applicable,CALIFORNIA STATE UNIVERSITY NORTHRIDGE, ,2008,,123685
MUTUAL ACCULTURATION PROCESSES IN PREJUDICE REDUCTION,NIGMS,7455727,5S06GM048680-13,5,S06,GM,48680,13,,16,6727877,"WITTIG, MICHELE A",Not Applicable,CALIFORNIA STATE UNIVERSITY NORTHRIDGE, ,2007,,123846
MUTUAL ACCULTURATION PROCESSES IN PREJUDICE REDUCTION,NIGMS,7131849,2S06GM048680-12A1,2,S06,GM,48680,12,A1,16,6727877,"WITTIG, MICHELE A",Not Applicable,CALIFORNIA STATE UNIVERSITY NORTHRIDGE, ,2006,,79890
VIRGINIA TECH POST-BACCALAUREATE RESEARCH AND EDUCATION PROGRAM (VT-PREP),NIGMS,8797324,5R25GM066534-12,5,R25,GM,66534,12,,,1922434,"WONG, ERIC A ","SMITH, EDWARD J",VIRGINIA POLYTECHNIC INST AND ST UNIV, ,2015,377590,
VIRGINIA TECH POST-BACCALAUREATE RESEARCH AND EDUCATION PROGRAM (VT-PREP),NIGMS,8619637,5R25GM066534-11,5,R25,GM,66534,11,,,1922434,"WONG, ERIC A ","SMITH, EDWARD J",VIRGINIA POLYTECHNIC INST AND ST UNIV, ,2014,378670,
VIRGINIA TECH POST-BACCALAUREATE RESEARCH AND EDUCATION PROGRAM (VT-PREP),NIGMS,8433774,2R25GM066534-10,2,R25,GM,66534,10,,,1922434,"WONG, ERIC A ","SMITH, EDWARD J",VIRGINIA POLYTECHNIC INST AND ST UNIV, ,2013,378670,
NATIONAL AAPI SUBSTANCE ABUSE RESEARCH INFRASTRUCTURE,NIDA,6805674,5R13DA017244-02,5,R13,DA,17244,2,,,2133559,"WONG, FRANK Y.",Not Applicable,NATIONAL ASIAN PAC AMER FAM AG SUB ABUSE, ,2004,15000,
NATIONAL AAPI SUBSTANCE ABUSE RESEARCH INFRASTRUCTURE,NIDA,6711317,1R13DA017244-01,1,R13,DA,17244,1,,,2133559,"WONG, FRANK Y.",Not Applicable,NATIONAL ASIAN PAC AMER FAM AG SUB ABUSE, ,2003,15000,
CENTER FOR EDUCATION AND RESEARCH ON THERAPEUTICS,AHRQ,7120159,7U18HS010385-08,7,U18,HS,10385,8,,,1871001,"WOOSLEY, RAYMOND L",Not Applicable,CRITICAL PATH INSTITUTE, ,2006,,
CENTER FOR EDUCATION AND RESEARCH ON THERAPEUTICS,AHRQ,6933201,5U18HS010385-07,5,U18,HS,10385,7,,,1871001,"WOOSLEY, RAYMOND L",Not Applicable,UNIVERSITY OF ARIZONA, ,2005,,
CENTER FOR EDUCATION AND RESEARCH ON THERAPEUTICS,AHRQ,6802251,5U18HS010385-06,5,U18,HS,10385,6,,,1871001,"WOOSLEY, RAYMOND L",Not Applicable,UNIVERSITY OF ARIZONA, ,2004,,
CENTER FOR EDUCATION AND RESEARCH ON THERAPEUTICS,AHRQ,6665086,5U18HS010385-05,5,U18,HS,10385,5,,,1871001,"WOOSLEY, RAYMOND L",Not Applicable,UNIVERSITY OF ARIZONA, ,2003,,
CENTER FOR EDUCATION AND RESEARCH ON THERAPEUTICS,AHRQ,6582022,2U18HS010385-04,2,U18,HS,10385,4,,,1871001,"WOOSLEY, RAYMOND L",Not Applicable,UNIVERSITY OF ARIZONA, ,2002,,
RISK TAKING AND ADJUSTMENT IN WOMEN AFFECTED BY HIV,NIMH,6340458,3R01MH054965-05S1,3,R01,MH,54965,5,S1,,1890029,"WYATT, GAIL E",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2000,215672,
RISK TAKING AND ADJUSTMENT IN WOMEN AFFECTED BY HIV,NIMH,2890731,5R01MH054965-05,5,R01,MH,54965,5,,,1890029,"WYATT, GAIL E",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,1999,730893,
RISK TAKING AND ADJUSTMENT IN WOMEN AFFECTED BY HIV,NIMH,2675401,5R01MH054965-04,5,R01,MH,54965,4,,,1890029,"WYATT, GAIL E",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,1998,984449,
RISK TAKING AND ADJUSTMENT IN WOMEN AFFECTED BY HIV,NIMH,2416132,5R01MH054965-03,5,R01,MH,54965,3,,,1890029,"WYATT, GAIL E",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,1997,982140,
RISK TAKING AND ADJUSTMENT IN WOMEN AFFECTED BY HIV,NIMH,2255400,3R01MH054965-01S1,3,R01,MH,54965,1,S1,,1890029,"WYATT, GAIL E",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,1996,82388,
RISK TAKING AND ADJUSTMENT IN WOMEN AFFECTED BY HIV,NIMH,2255399,1R01MH054965-01,1,R01,MH,54965,1,,,1890029,"WYATT, GAIL E",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,1995,731456
UNTHSC SUMMER MULTICULTURAL ADVANCED RESEARCH TRAINING PROGRAM 'SMART',NHLBI,8792231,5R25HL007786-23,5,R25,HL,7786,23,,,1882431,"YORIO, THOMAS ",Not Applicable,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR, ,2015,140184
UNTHSC SUMMER MULTICULTURAL ADVANCED RESEARCH TRAINING PROGRAM 'SMART',NHLBI,8656722,5R25HL007786-22,5,R25,HL,7786,22,,,1882431,"YORIO, THOMAS ",Not Applicable,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR, ,2014,137380
UNTHSC SUMMER MULTICULTURAL ADVANCED RESEARCH TRAINING PROGRAM 'SMART',NHLBI,8507453,2R25HL007786-21,2,R25,HL,7786,21,,,1882431,"YORIO, THOMAS ",Not Applicable,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR, ,2013,60000
SUMMER MULTICULTURAL ADVANCED RESEARCH TRAINING (SMART),NHLBI,8277274,5R25HL007786-20,5,R25,HL,7786,20,,,1882431,"YORIO, THOMAS ",Not Applicable,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR, ,2012,153101
